Input.Tweet1,Input.Tweet2,Input.Tweet3,Input.Tweet4,Input.Tweet5,Answer.Emotion1,Answer.Emotion2,Answer.Emotion3,Answer.Emotion4,Answer.Emotion5,Answer.Reason1,Answer.Reason2,Answer.Reason3,Answer.Reason4,Answer.Reason5
@Anonymous What about teaching your cat to use the bathroom? Supposedly it's been done. Just a thought.,the amount of editorialising by CTV News BC is a bit much. Report what's happening,@Anonymous @Anonymous by mentioning it both of you are making it famous which is just what he wants...any press is good press :P,UConn's Johnny Mac ... impressive (in looks and on field). Thanks for sharing video,Good luck to kev and the super whites later. Gonna be on a plane and miss it. Would be nice to see a dream city/Bolton final.,None,Anger,Anger,Joy,Sadness,They are just asking about teaching the cat.  No emotion attached to it.,a bit much.  Indicates anger toward news.,By mentioning it both of you are making it famous.,"Impressive, Thanks for sharing video",Gonna be on a plane and miss it. Would be nice to see
@Anonymous What about teaching your cat to use the bathroom? Supposedly it's been done. Just a thought.,the amount of editorialising by CTV News BC is a bit much. Report what's happening,@Anonymous @Anonymous by mentioning it both of you are making it famous which is just what he wants...any press is good press :P,UConn's Johnny Mac ... impressive (in looks and on field). Thanks for sharing video,Good luck to kev and the super whites later. Gonna be on a plane and miss it. Would be nice to see a dream city/Bolton final.,Anger,Anger,Joy,Love,Love|Sadness,This tweet is with anger about a cat,This tweet shows anger on CT V News.,This tweet is appreciation of good job.,This tweet is from happy loving person.,This tweet is with love and sadness.
I think I'm going to invent a social network to manage all of my other social networks about other social networks. #Hashtag,@Anonymous hope I linked back 2u correctly.1st time I've done this.Linkd @ end of my post & in my reply 2 ur comment.Is that right?,@Anonymous well she gave it back for a little biit because it had to do with my secret plan.. But I think she might take it back. Xb,Press are knobs. Was there really any need to reveal those things about Milly Dowler's dad? It's not in public interest,if anyone knows arn anderson personally tell him to watch tosh.0 tonight at 10 on comedy central. lets tweet at 10 eastern friends.,Joy,None,None,Anger,None,the person is making a joke,the person does not express an emotion,the person does not express an emotion,they are angry at the press,the person does not express an emotion
I think I'm going to invent a social network to manage all of my other social networks about other social networks. #Hashtag,@Anonymous hope I linked back 2u correctly.1st time I've done this.Linkd @ end of my post & in my reply 2 ur comment.Is that right?,@Anonymous well she gave it back for a little biit because it had to do with my secret plan.. But I think she might take it back. Xb,Press are knobs. Was there really any need to reveal those things about Milly Dowler's dad? It's not in public interest,if anyone knows arn anderson personally tell him to watch tosh.0 tonight at 10 on comedy central. lets tweet at 10 eastern friends.,None,None,None,Anger,None,"He/she dose not show any emotion in this tweet, just telling a basic fact.",Anonymous is asking a question and is not using emotion in his/hers asking,No emotion is in the tweet other then a feeling of mystery.,He/she seems annoyed by what the press are doing and is showing anger at themn.,He/she is doing an advertisement and only giving facts and not showing emotion.
I think I'm going to invent a social network to manage all of my other social networks about other social networks. #Hashtag,@Anonymous hope I linked back 2u correctly.1st time I've done this.Linkd @ end of my post & in my reply 2 ur comment.Is that right?,@Anonymous well she gave it back for a little biit because it had to do with my secret plan.. But I think she might take it back. Xb,Press are knobs. Was there really any need to reveal those things about Milly Dowler's dad? It's not in public interest,if anyone knows arn anderson personally tell him to watch tosh.0 tonight at 10 on comedy central. lets tweet at 10 eastern friends.,Joy,None,Joy,Anger,None,this writer seems to be amused,this is just a question with little emotion,this writer is making a joke,this writer seems to be upset,this is just a comment
I think I'm going to invent a social network to manage all of my other social networks about other social networks. #Hashtag,@Anonymous hope I linked back 2u correctly.1st time I've done this.Linkd @ end of my post & in my reply 2 ur comment.Is that right?,@Anonymous well she gave it back for a little biit because it had to do with my secret plan.. But I think she might take it back. Xb,Press are knobs. Was there really any need to reveal those things about Milly Dowler's dad? It's not in public interest,if anyone knows arn anderson personally tell him to watch tosh.0 tonight at 10 on comedy central. lets tweet at 10 eastern friends.,Love,Love,Fear,Anger,Joy,This twee is from a person who is going  to do something.,This tweet is from caring person.,this show little bit of fear.,This twee is for anger,This tweet is from happy person
I think I'm going to invent a social network to manage all of my other social networks about other social networks. #Hashtag,@Anonymous hope I linked back 2u correctly.1st time I've done this.Linkd @ end of my post & in my reply 2 ur comment.Is that right?,@Anonymous well she gave it back for a little biit because it had to do with my secret plan.. But I think she might take it back. Xb,Press are knobs. Was there really any need to reveal those things about Milly Dowler's dad? It's not in public interest,if anyone knows arn anderson personally tell him to watch tosh.0 tonight at 10 on comedy central. lets tweet at 10 eastern friends.,Anger,Fear,Anger,Anger,Joy,Frustration with overload,"""hope I "" ""right?""","Smiley ""Xb ""","""knobs"" ""not in public interest """,Expressing anticipation of event and rallying an action
@Anonymous you need a gold cap on tooth and cane should have something hard.like a diamond,@Anonymous such a great song and video clip! Feat. Q-Tip too! Thanks a lot for this one.,@Anonymous This is FedEx Robin. Awesome!! So glad that I could help. Have an awesome weekend!,Anybody know of any good case studies of someone harassing a business via social networking and how they handled it?,@Anonymous Indeed. I'm seeing...not so many downloads from Amazon for K9 or Kaiten. Not doing so badly on the Google Market,Love,Love|Joy,Surprise|Joy,Love,Surprise,This tweet en quires about teeth.,This tweet with appreciation and thanks.,This tweet is with surprise feelings with joy and love.,This tweet asks a question to be answered.,This tweet is with surprise.
@Anonymous you need a gold cap on tooth and cane should have something hard.like a diamond,@Anonymous such a great song and video clip! Feat. Q-Tip too! Thanks a lot for this one.,@Anonymous This is FedEx Robin. Awesome!! So glad that I could help. Have an awesome weekend!,Anybody know of any good case studies of someone harassing a business via social networking and how they handled it?,@Anonymous Indeed. I'm seeing...not so many downloads from Amazon for K9 or Kaiten. Not doing so badly on the Google Market,None,Joy,Joy,Fear,Joy,this is just a comment,this person seems happy,they are very pleased,this person seems worried about a situation,this author seems content
@Anonymous you need a gold cap on tooth and cane should have something hard.like a diamond,@Anonymous such a great song and video clip! Feat. Q-Tip too! Thanks a lot for this one.,@Anonymous This is FedEx Robin. Awesome!! So glad that I could help. Have an awesome weekend!,Anybody know of any good case studies of someone harassing a business via social networking and how they handled it?,@Anonymous Indeed. I'm seeing...not so many downloads from Amazon for K9 or Kaiten. Not doing so badly on the Google Market,None,Joy,Joy,Anger,None,"No solid indicators, could be joy or anger","""great song"" ""Thanks""","Customer service, but with ""Awesome!!""",Talks of harassment,Mixed results in business
@Anonymous you need a gold cap on tooth and cane should have something hard.like a diamond,@Anonymous such a great song and video clip! Feat. Q-Tip too! Thanks a lot for this one.,@Anonymous This is FedEx Robin. Awesome!! So glad that I could help. Have an awesome weekend!,Anybody know of any good case studies of someone harassing a business via social networking and how they handled it?,@Anonymous Indeed. I'm seeing...not so many downloads from Amazon for K9 or Kaiten. Not doing so badly on the Google Market,None,Joy,Joy,Fear|Anger,Surprise|Joy,This tweet only has someone directing someone else to do something. There's no emotion to it.,They're happy about having heard a song.,This person is happy that their customer had a good experience with their company.,"Someone is being harassed, and they sound scared and angry at the same time.","They seemed surprised about the lack of downloads regarding Amazon, but seem happy about the Google Market."
@Anonymous you need a gold cap on tooth and cane should have something hard.like a diamond,@Anonymous such a great song and video clip! Feat. Q-Tip too! Thanks a lot for this one.,@Anonymous This is FedEx Robin. Awesome!! So glad that I could help. Have an awesome weekend!,Anybody know of any good case studies of someone harassing a business via social networking and how they handled it?,@Anonymous Indeed. I'm seeing...not so many downloads from Amazon for K9 or Kaiten. Not doing so badly on the Google Market,None,Surprise|Joy,Surprise|Joy,Sadness,Surprise,There aren't any specific words that give away an emotion.,Seems excited about the video,Seems excited about what theyre talking about,seems to have had something bad happen to them,Seems surprised there aren't many downloads
How are you beautiful people doing this Sunday morning? What's your biggest BLESSING? Mine is my FAMILY!,@Anonymous One of my least favorite style rules. That and removing the commas in numbers like 10,@Anonymous Addiction-dependent virtual currencies are a scam. You want me to name other unsavory professions people have jobs in?,def will i always show love...don't b a stranger RT @Anonymous @Anonymous Welcome :) HMU SomeTimes,@Anonymous I am very happy with T-Mobile's 4G and find their speeds to rock for me. It's all good,Love,Anger,Anger,Love,Love|Joy,This tweet is from a loving person with love to his family,This tweet shows a little bit of anger.,This tweet shows anger about unsavory professions.,This tweet shows love and care.,This tweet expresses happiness about a mobile phone working
